"Date","INDIACEM.NS.Open","INDIACEM.NS.High","INDIACEM.NS.Low","INDIACEM.NS.Close","INDIACEM.NS.Volume","INDIACEM.NS.Adjusted"
2016-09-28,147.7,150.7,146.85,150,1740200,150
2016-09-29,150.35,151,138.6,139.8,5377300,139.8
2016-09-30,138,144.95,138,144,2003100,144
2016-10-03,145.4,151.35,145,150.95,2578800,150.95
2016-10-04,152.2,152.75,149,151.5,3402800,151.5
2016-10-05,152,158.5,151.85,157.65,8066700,157.65
2016-10-06,158.6,161,156.3,157.3,4598200,157.3
2016-10-07,158.45,162.2,157.25,160.65,3385600,160.65
2016-10-10,163.3,164.2,158.75,159.25,4177400,159.25
2016-10-11,159.25,159.25,159.25,159.25,0,159.25
2016-10-12,159.25,159.25,159.25,159.25,0,159.25
2016-10-13,158.75,158.75,151.5,154.45,3540300,154.45
2016-10-14,155,158.65,153.1,158.1,3318800,158.1
2016-10-17,158,159.2,153.25,153.7,2804100,153.7
2016-10-18,155.1,157.6,154.1,156.85,2169500,156.85
2016-10-19,157.85,159.5,155,156.35,1883000,156.35
2016-10-20,156.35,158.1,155.05,156.25,2557300,156.25
2016-10-21,156.8,156.8,152.95,154.6,2208000,154.6
2016-10-24,155.8,158,154.1,156.7,2272300,156.7
2016-10-25,158,159,155.25,158.5,2391400,158.5
2016-10-26,158,161.85,154.75,156.35,3575100,156.35
2016-10-27,155.55,156.8,151.75,154.4,3273700,154.4
2016-10-28,154.25,157.5,154.2,157.05,2891200,157.05
2016-10-31,157.05,157.05,157.05,157.05,0,157.05
2016-11-01,159,162.7,158.25,159.9,2725900,159.9
2016-11-02,157.75,159.65,154.75,155.15,2008400,155.15
2016-11-03,155.95,157.2,150.1,151.5,2646200,151.5
2016-11-04,151.5,152.95,142.65,147.7,3006200,147.7
2016-11-07,150.65,153.45,150.45,151.5,1794300,151.5
2016-11-08,152.7,156.6,149.8,155.55,2290800,155.55
2016-11-09,141.1,148.55,132.5,147.3,9740900,147.3
2016-11-10,149.9,151.75,141.65,142.65,3621800,142.65
2016-11-11,142,142,130,131.85,5755900,131.85
2016-11-14,131.85,131.85,131.85,131.85,0,131.85
2016-11-15,130,131.85,117.25,118.35,6467600,118.35
2016-11-16,120,123.1,114.65,115.65,6371000,115.65
2016-11-17,116.75,117.2,110.6,112,5875600,112
2016-11-18,112.1,118,109.5,116.75,7470800,116.75
2016-11-21,119.9,121,104.3,106.55,13358900,106.55
2016-11-22,109.65,115.5,108.05,114.5,12336300,114.5
2016-11-23,116.8,117.5,112.9,114.65,4713900,114.65
2016-11-24,114.4,116.85,110.9,114.15,6309300,114.15
2016-11-25,114.55,118.85,113.9,117.9,5092700,117.9
2016-11-28,117.4,120.7,116.5,117.85,6847500,117.85
2016-11-29,118.05,121.3,116.6,117,5827100,117
2016-11-30,118,120.2,117.4,119.65,5529700,119.65
2016-12-01,120.6,120.7,117,117.65,3972600,117.65
2016-12-02,116.15,116.75,109.8,110.95,5541600,110.95
2016-12-05,111,112.9,106.3,112.1,7186000,112.1
2016-12-06,113.6,115.75,112.9,114.5,4198000,114.5
2016-12-07,115.5,115.8,111.15,112.05,3179200,112.05
2016-12-08,113.95,115.7,113,114.25,2978500,114.25
2016-12-09,114.9,117.8,114.1,117,4022300,117
2016-12-12,117.45,117.45,113.25,114.35,2768500,114.35
2016-12-13,114.05,116.8,113,116.1,2112200,116.1
2016-12-14,116,116.05,111.05,112.3,4754100,112.3
2016-12-15,111.7,114.8,110.5,112.85,2684600,112.85
2016-12-16,113.3,113.65,110.45,111.45,2350500,111.45
2016-12-19,111,112.95,109.1,110.95,1828200,110.95
2016-12-20,110.9,114.9,110.6,112.25,4497800,112.25
2016-12-21,113,114.35,112.3,113.3,1919200,113.3
2016-12-22,112.8,113.4,110.55,111.65,2544900,111.65
2016-12-23,111.5,113.3,109.8,112.15,3104300,112.15
2016-12-26,111.8,111.8,107.5,107.8,2328800,107.8
2016-12-27,107.8,112.4,105.1,111.45,3285700,111.45
2016-12-28,112.25,114.4,110.6,111.15,3595900,111.15
2016-12-29,111,113.4,111,112.7,3706000,112.7
2016-12-30,113,117.5,113,116.6,4499500,116.6
2017-01-02,118.8,123.2,118.15,122.65,6260300,122.65
2017-01-03,123,123.75,121.5,122.6,3042000,122.6
2017-01-04,122.95,124.7,121,122,2242000,122
2017-01-05,123,126.65,122.55,125.85,3533700,125.85
2017-01-06,126.1,127.6,123.55,125.4,3990800,125.4
2017-01-09,125.9,127,124.95,126.5,1296000,126.5
2017-01-10,127.8,129.8,126.25,129.2,2581800,129.2
2017-01-11,131,135.2,130.05,133.9,4497900,133.9
2017-01-12,134.55,134.8,132.1,134.2,2516000,134.2
2017-01-13,134.2,135.45,130.05,131.6,2454600,131.6
2017-01-16,131,136.6,130.25,135.65,3888400,135.65
2017-01-17,136.3,137.2,133,134.4,2655600,134.4
2017-01-18,134.6,138.8,134.45,137.9,3085500,137.9
2017-01-19,138.7,139.85,136.7,138.4,2536300,138.4
2017-01-20,137.2,139.5,134.5,135.85,3725600,135.85
2017-01-23,135.5,139.8,135.4,139.1,3558200,139.1
2017-01-24,139.8,144.05,138.35,143.3,5200000,143.3
2017-01-25,144.05,144.3,141.1,142.85,3715600,142.85
2017-01-26,142.85,142.85,142.85,142.85,0,142.85
2017-01-27,143.5,148.95,140.8,144.9,10816900,144.9
2017-01-30,145.4,147.7,143.05,146.5,5015800,146.5
2017-01-31,146.5,148.45,144.5,145.7,3564500,145.7
2017-02-01,146.25,161.5,144.75,159.2,12028700,159.2
2017-02-02,160.9,164.2,158.15,159.2,8097700,159.2
2017-02-03,160.2,163.5,159.2,162.4,4773200,162.4
2017-02-06,163.5,166.8,162.75,164.25,5073600,164.25
2017-02-07,164.3,165.95,160.5,164.4,2692000,164.4
2017-02-08,164.95,165.9,162,164.2,3315300,164.2
2017-02-09,163.85,167.2,160.35,162.25,3671900,162.25
2017-02-10,162.85,164.25,161.6,163.3,1912900,163.3
2017-02-13,164,164.25,157.45,160.05,3191800,160.05
2017-02-14,160.2,160.8,154.65,157.4,1949200,157.4
2017-02-15,156.8,159.3,152,153.2,2896400,153.2
2017-02-16,152.9,165.2,152.75,164.4,6446400,164.4
2017-02-17,163.05,164.5,161.15,162.35,2701400,162.35
2017-02-20,162,164.15,160.55,162.85,2155600,162.85
2017-02-21,163.95,173.8,161.7,172.25,13120700,172.25
2017-02-22,172.95,172.95,166.6,167.45,4416900,167.45
2017-02-23,167.5,169.7,165.8,166.5,2430600,166.5
2017-02-24,166.5,166.5,166.5,166.5,0,166.5
2017-02-27,165.5,167.4,162.7,164.2,1766500,164.2
2017-02-28,164.6,171.95,162.8,170.1,4548900,170.1
2017-03-01,170.9,171.75,168.25,169.05,2506800,169.05
2017-03-02,170.4,171.15,160.1,161.55,3483900,161.55
2017-03-03,162.05,166.2,161.5,165.65,2595900,165.65
2017-03-06,167,167.6,164.2,165.95,2191000,165.95
2017-03-07,165.1,166.8,162.6,163.75,1325300,163.75
2017-03-08,163.75,164.6,156.2,159.95,3816400,159.95
2017-03-09,160,162.7,159.1,159.65,2532400,159.65
2017-03-10,160.2,161,156,156.6,3562100,156.6
2017-03-13,156.6,156.6,156.6,156.6,0,156.6
2017-03-14,163.7,163.7,158.6,160.7,4989600,160.7
2017-03-15,160.9,163.45,160.9,161.95,2632000,161.95
2017-03-16,162.1,166,162.1,163.9,2903200,163.9
2017-03-17,164.5,164.8,159,160.5,3638900,160.5
2017-03-20,161,164,159.4,161.8,3240900,161.8
2017-03-21,163.5,166.5,162.25,163.7,4829200,163.7
2017-03-22,161.1,161.4,156.05,156.9,3611600,156.9
2017-03-23,158,159,156.25,158.25,1881100,158.25
2017-03-24,159,160.5,157.15,158,2465000,158
2017-03-27,157.6,157.95,153,153.5,4333700,153.5
2017-03-28,154.9,158.5,154.2,157.45,3557400,157.45
2017-03-29,158.75,162.4,158.6,160.35,7465300,160.35
2017-03-30,161.35,162.1,159.65,160.5,5537500,160.5
2017-03-31,161.7,163.4,161.5,162.45,2513700,162.45
2017-04-03,166.2,168.15,161.65,164.25,5552900,164.25
2017-04-04,164.25,164.25,164.25,164.25,0,164.25
2017-04-05,165.25,165.35,160.55,162.65,2522200,162.65
2017-04-06,162.4,165.7,161.4,164.75,2485500,164.75
2017-04-07,163.5,166.9,162.3,163.25,4358400,163.25
2017-04-10,164,165,162.5,163.6,1424200,163.6
2017-04-11,163.6,169.4,163.4,168.75,4041200,168.75
2017-04-12,169.4,170.15,162.7,163.75,4156200,163.75
2017-04-13,163.2,165.4,162.55,163.05,1693600,163.05
2017-04-14,163.05,163.05,163.05,163.05,0,163.05
2017-04-17,163.15,164,161.2,163.4,1267800,163.4
2017-04-18,164.2,168.4,159.35,160.5,3662900,160.5
2017-04-19,159.95,175.7,159.95,174.45,10694200,174.45
2017-04-20,175.7,193.55,175.25,189.8,36726100,189.8
2017-04-21,190,190.4,180.4,188.25,11480100,188.25
